Married,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HistoryOfOverduePayments,user,sensitive,h_c,s
1,2,5770,240,0,0,6,5210,240,0,0,0,18224,0,1,0.780622
1,2,320,80,0,6,0,200,80,1,8,1,18225,0,0,0.4741916
0,2,900,50,0,0,0,830,40,0,0,0,18226,1,1,0.72052354
1,1,1710,130,0,0,0,1560,130,1,11,1,18227,0,1,0.7167909
1,1,560,50,0,0,6,520,0,1,13,1,18228,0,1,0.32530552
1,2,1210,170,0,0,0,1070,0,1,13,1,18229,0,0,0.47949824
1,1,3370,190,0,1,0,3370,120,0,0,0,18230,0,1,0.8186605
1,1,4490,490,0,0,6,4370,170,1,2,1,18231,0,1,0.7717189
1,1,2100,70,0,2,0,2100,70,0,0,0,18232,0,1,0.83133763
1,1,5860,4890,1,4,0,530,4890,0,0,0,18233,0,1,0.88509583
0,1,240,30,0,6,0,240,30,1,2,1,18234,1,1,0.79201543
1,3,1890,240,0,0,0,1780,80,0,0,0,18235,0,1,0.74059206
1,2,1820,150,0,0,1,1820,90,0,0,0,18236,0,1,0.8010246
1,3,2290,180,0,0,0,1910,180,0,0,0,18237,0,1,0.7327568
1,1,970,90,0,1,0,830,90,1,4,1,18238,0,1,0.58415264
1,2,4470,4280,1,2,4,0,0,0,0,0,18239,0,1,0.8451917
0,1,320,70,0,1,4,220,40,1,2,1,18240,1,1,0.50163126
1,2,690,90,0,6,0,610,0,1,11,1,18241,0,0,0.38864276
1,3,4150,380,0,0,4,4000,150,1,6,1,18242,0,1,0.73261845
0,1,550,90,0,0,5,490,0,1,9,1,18243,1,1,0.38469657
1,1,350,350,4,6,0,0,10,1,1,1,18244,0,1,0.8127412
1,3,13670,500,0,0,6,13110,480,0,0,0,18245,0,1,0.78402996
1,1,1510,80,0,0,4,1490,0,1,3,1,18246,0,1,0.49737152
1,3,10650,610,0,0,2,10650,340,0,0,0,18247,0,1,0.7867394
1,1,1830,70,0,0,3,1820,60,0,0,0,18248,0,1,0.8452214
1,2,460,50,0,0,0,320,50,1,2,1,18249,0,0,0.7541641
0,2,920,60,0,0,6,920,0,1,4,1,18250,1,0,0.50273335
0,3,10880,550,0,0,5,6950,550,0,0,0,18251,1,1,0.7565721
1,3,250,110,0,6,0,150,110,1,5,1,18252,0,0,0.60227
1,3,1200,1200,4,6,0,100,360,0,0,0,18253,0,1,0.8992861
1,2,2370,110,0,0,3,2290,110,0,0,0,18254,0,1,0.827566
1,1,2490,1920,0,0,4,2440,1920,0,0,0,18255,0,1,0.92565215
1,1,300,60,0,0,4,240,0,1,15,1,18256,0,0,0.34159154
1,2,20,20,2,6,0,20,0,1,2,1,18257,0,0,0.475294
1,3,60,430,2,6,0,0,0,1,1,1,18258,0,1,0.8439492
1,2,650,140,0,0,6,570,0,1,18,1,18259,0,0,0.29351395
0,3,120,120,1,6,0,90,70,0,0,0,18260,1,1,0.87431896
1,3,80,30,1,6,0,50,30,0,0,0,18261,0,1,0.49014175
1,3,410,410,2,6,0,30,50,1,2,1,18262,0,1,0.8820395
1,2,850,90,0,0,0,760,90,0,0,0,18263,0,0,0.7668177
0,1,2360,100,0,0,0,2360,100,0,0,0,18264,1,1,0.85434884
1,1,1480,80,0,0,4,1460,80,0,0,0,18265,0,1,0.8588463
1,2,210,210,2,6,0,0,90,1,1,1,18266,0,0,0.80603284
1,3,1870,100,0,0,0,1870,90,0,0,0,18267,0,1,0.84562385
1,3,3080,3050,4,5,0,0,20,1,1,1,18268,0,1,0.8432808
1,3,600,600,3,6,0,180,220,0,0,0,18269,0,1,0.9578976
0,2,1590,120,0,0,6,1580,70,1,2,1,18270,1,1,0.76501095
0,2,870,210,0,0,3,720,0,2,7,1,18271,0,1,0.50501674
1,1,220,220,2,6,0,10,50,1,2,1,18272,0,1,0.8822415
0,2,1140,180,0,0,0,850,60,1,2,1,18273,0,0,0.7402137
1,3,9140,8820,1,3,0,1770,30,0,0,0,18274,0,1,0.87130624
1,3,4040,190,0,0,4,3790,140,0,0,0,18275,0,1,0.7541226
1,2,5630,250,0,0,4,5630,240,1,2,1,18276,0,1,0.81598157
1,1,1230,100,0,0,0,1100,60,1,12,1,18277,0,0,0.5903296
1,2,1510,80,0,0,0,1360,50,1,12,1,18278,0,0,0.5631225
1,3,5720,240,0,0,4,5720,210,0,0,0,18279,0,1,0.85179335
1,3,460,370,1,6,0,220,0,1,3,1,18280,0,1,0.8809121
1,1,540,50,0,0,0,420,50,1,2,1,18281,0,0,0.6729529
1,2,2390,2340,1,6,0,160,90,0,0,0,18282,0,1,0.8514456
1,3,6280,230,0,0,6,6280,220,0,0,0,18283,0,1,0.84867936
0,2,250,100,0,0,3,110,50,1,4,1,18284,1,1,0.7707427
1,2,590,240,0,5,0,320,90,0,0,0,18285,0,1,0.8077622
1,3,260,260,3,6,0,260,0,0,0,0,18286,0,1,0.7918195
1,2,14520,540,0,0,6,14360,520,0,0,0,18287,0,1,0.8350538
1,1,670,240,1,6,0,670,240,0,0,0,18288,0,1,0.9062457
1,3,460,470,2,6,0,40,10,0,0,0,18289,0,1,0.8548506
1,1,710,90,0,0,0,710,90,1,2,1,18290,0,1,0.8549386
1,1,20,50,2,6,0,20,0,1,2,1,18291,0,0,0.7167195
1,2,20,20,2,6,0,10,20,1,2,1,18292,0,0,0.6371392
1,3,60,50,1,6,0,60,0,0,0,0,18293,0,1,0.8022897
1,2,50,20,1,6,0,50,20,0,0,0,18294,0,1,0.8054267
0,1,0,0,0,6,0,0,0,0,0,0,18295,1,0,0.45624772
1,1,550,40,0,0,5,490,0,1,3,1,18296,0,0,0.38062325
1,2,9270,370,0,0,3,8860,340,0,0,0,18297,0,1,0.80512476
0,3,190,190,4,6,0,90,40,1,1,1,18298,1,1,0.9101351
1,1,4890,300,0,1,0,4890,110,0,0,0,18299,0,1,0.75220126
1,1,670,60,0,0,0,490,60,0,0,0,18300,0,1,0.61877155
0,3,0,0,0,6,0,0,0,1,1,1,18301,1,1,0.67934513
0,1,510,510,1,3,0,430,40,1,2,1,18302,1,1,0.8743978
0,3,130,30,3,6,0,130,30,0,0,0,18303,1,0,0.8642301
1,2,1110,60,0,0,0,1000,60,0,0,0,18304,0,1,0.6299407
0,3,570,40,0,0,4,520,40,0,0,0,18305,1,1,0.7520811
0,1,70,70,2,6,0,10,20,1,2,1,18306,0,1,0.78121775
0,2,1150,310,0,0,0,490,150,0,0,0,18307,1,1,0.872106
1,2,290,290,2,6,0,70,160,0,0,0,18308,0,1,0.8885252
1,2,80,80,2,6,0,40,80,0,0,0,18309,0,1,0.7513836
1,3,450,450,2,6,0,120,80,0,0,0,18310,0,1,0.9178619
0,2,10,10,0,6,0,10,10,0,0,0,18311,1,0,0.7461221
0,2,860,50,0,0,6,750,50,0,0,0,18312,1,1,0.62831444
1,2,1520,60,0,0,4,1480,60,0,0,0,18313,0,0,0.8184507
1,2,1220,80,0,0,6,540,50,1,10,1,18314,0,1,0.7339994
0,2,240,370,2,6,0,0,0,0,0,0,18315,1,1,0.8770136
1,2,270,40,0,0,0,170,40,0,0,0,18316,0,0,0.6799987
1,2,1260,130,0,0,6,1240,60,1,2,1,18317,0,0,0.7666578
1,2,600,600,2,6,0,50,0,1,1,1,18318,0,1,0.84618694
0,2,2500,120,0,0,6,2400,100,0,0,0,18319,1,1,0.79453814
0,2,1440,90,0,0,3,1390,90,0,0,0,18320,1,1,0.80581963
0,3,1160,1160,3,6,0,110,1160,0,0,0,18321,1,1,0.90798956
0,3,590,40,0,0,6,590,40,0,0,0,18322,1,1,0.8250168
0,3,60,60,1,6,0,50,60,0,0,0,18323,1,1,0.77861744
0,2,580,60,0,1,4,480,40,0,0,0,18324,1,1,0.5926612
0,3,0,0,0,6,0,0,0,1,1,1,18325,1,1,0.67739666
0,3,4880,4730,2,3,0,270,260,0,0,0,18326,1,0,0.86051077
0,3,620,520,2,1,1,140,150,1,2,1,18327,1,1,0.9255206
0,2,870,1420,2,3,0,550,210,1,1,1,18328,1,1,0.90569705
0,2,1980,80,0,0,3,1980,80,0,0,0,18329,1,0,0.8534692
0,2,3550,610,0,1,3,3550,180,0,0,0,18330,1,1,0.81227875
1,1,540,60,0,2,0,410,60,1,2,1,18331,0,1,0.64180225
1,3,5550,380,0,0,0,4800,180,0,0,0,18332,0,1,0.7216953
0,2,1750,70,0,0,6,1660,60,0,0,0,18333,1,1,0.74935955
0,3,700,80,0,0,6,700,40,0,0,0,18334,1,1,0.81669927
0,2,340,70,0,0,0,210,0,2,7,1,18335,1,0,0.31803283
0,3,370,900,1,5,0,110,30,1,2,1,18336,1,0,0.89222133
0,2,600,60,0,4,0,560,60,0,0,0,18337,1,1,0.7669219
0,2,610,90,0,0,6,520,90,0,0,0,18338,1,1,0.66141546
0,0,600,140,1,3,2,600,140,0,0,0,18339,1,0,0.87245077
1,3,290,280,1,1,4,230,40,0,0,0,18340,0,1,0.86881036
1,2,790,90,0,0,3,540,50,1,2,1,18341,0,1,0.7597576
0,2,560,60,0,0,2,560,40,1,5,1,18342,1,1,0.7893677
0,2,580,40,0,3,0,560,40,0,0,0,18343,1,1,0.7882726
0,3,220,220,1,4,0,90,60,0,0,0,18344,1,1,0.9083681
0,3,560,460,2,2,1,560,60,0,0,0,18345,1,1,0.8417282
0,2,590,70,0,0,4,480,0,2,6,1,18346,1,1,0.41020855
0,2,1580,170,0,0,2,1580,0,1,3,1,18347,1,1,0.55871564
0,3,560,120,0,1,0,270,50,0,0,0,18348,1,1,0.6890032
0,1,670,460,4,3,0,100,160,0,0,0,18349,1,0,0.9035137
0,2,310,120,1,5,0,310,120,1,2,1,18350,1,0,0.8394241
0,2,310,70,0,0,0,260,0,1,11,1,18351,1,0,0.343463
0,3,20,130,3,6,0,10,10,0,0,0,18352,1,1,0.83164555
0,2,1330,110,0,0,0,1320,50,0,0,0,18353,1,1,0.7776278
0,2,0,0,0,6,0,0,0,0,0,0,18354,1,1,0.74795914
0,3,710,710,4,6,0,20,30,0,0,0,18355,1,1,0.8723057
0,3,1540,850,3,2,2,830,850,0,0,0,18356,1,1,0.8961456
0,3,520,90,0,0,3,380,90,1,8,1,18357,1,1,0.51976925
0,2,500,70,0,0,1,480,30,1,5,1,18358,1,0,0.66696995
0,2,1370,80,0,0,2,1370,0,1,3,1,18359,1,0,0.63152915
0,2,1330,1330,1,2,0,290,0,1,3,1,18360,1,1,0.86529833
0,2,510,1010,3,6,0,260,20,0,0,0,18361,1,1,0.91445833
0,2,990,990,1,5,0,40,0,0,0,0,18362,1,0,0.8460929
0,2,5140,230,0,0,5,4780,230,0,0,0,18363,1,1,0.78571653
0,3,840,150,0,0,0,560,150,0,0,0,18364,1,1,0.7587119
1,2,510,510,2,1,1,100,350,0,0,0,18365,0,1,0.8947411
0,3,40,40,3,6,0,40,0,0,0,0,18366,1,1,0.66283524
0,2,1180,550,1,2,0,1180,150,0,0,0,18367,1,1,0.89000154
0,2,920,110,0,0,6,810,50,1,6,1,18368,1,0,0.6074107
0,3,640,100,0,0,0,560,100,1,8,1,18369,1,1,0.58100086
1,1,580,60,0,0,0,460,50,2,8,1,18370,0,0,0.6539328
0,2,2030,2030,1,1,0,30,2030,0,0,0,18371,1,1,0.89371353
0,3,1480,1590,1,1,4,1240,310,0,0,0,18372,1,0,0.8941476
0,2,2290,2380,2,5,1,0,2380,2,3,1,18373,1,1,0.8903369
0,3,640,80,1,4,0,640,30,0,0,0,18374,1,0,0.75290257
0,3,990,110,0,0,0,810,110,1,12,1,18375,1,0,0.5818679
0,2,1710,310,0,0,0,1290,50,0,0,0,18376,1,1,0.7224995
0,3,1070,140,0,4,0,1070,60,0,0,0,18377,1,1,0.82013756
0,3,80,80,2,6,0,40,30,0,0,0,18378,1,1,0.8658944
1,0,1090,60,0,0,0,940,50,0,0,0,18379,0,1,0.71101475
0,2,1070,180,0,0,0,1070,40,1,2,1,18380,1,1,0.79980844
1,2,930,150,0,0,2,660,0,1,8,1,18381,0,0,0.41784826
0,1,70,70,1,6,0,40,40,2,4,1,18382,1,0,0.71444863
0,2,1530,50,0,0,4,1510,30,1,6,1,18383,1,0,0.80378544
1,1,870,70,0,0,5,710,40,1,2,1,18384,0,1,0.64025617
0,1,920,60,0,0,4,870,60,0,0,0,18385,1,0,0.7609467
0,3,20,30,2,6,0,0,0,0,0,0,18386,1,1,0.8391404
0,3,410,40,0,0,0,360,40,0,0,0,18387,1,1,0.67241853
0,0,1860,1380,0,0,4,1860,80,0,0,0,18388,1,1,0.8565553
0,3,2250,90,0,0,0,2220,90,0,0,0,18389,1,1,0.84659237
0,3,60,60,2,6,0,0,0,1,1,1,18390,1,0,0.71278983
0,3,480,100,0,6,0,480,40,0,0,0,18391,1,1,0.83550507
0,2,380,380,3,6,0,0,10,0,0,0,18392,1,0,0.84575284
0,3,430,110,0,6,0,430,0,1,8,1,18393,1,0,0.65591496
0,2,11470,7180,1,0,2,8010,240,0,0,0,18394,1,0,0.84166235
0,2,250,130,0,6,0,250,90,1,2,1,18395,1,1,0.8965527
0,3,620,100,0,0,6,560,60,1,8,1,18396,1,0,0.6883541
1,2,890,50,0,0,0,780,40,0,0,0,18397,0,1,0.70614433
0,2,640,240,1,6,0,300,150,0,0,0,18398,1,1,0.8268454
0,2,4300,460,0,0,0,4300,190,0,0,0,18399,1,1,0.7815205
0,2,910,70,0,0,0,900,50,0,0,0,18400,1,1,0.79202646
0,2,1140,50,0,3,0,1140,50,0,0,0,18401,1,1,0.8612319
0,2,2000,190,0,0,1,980,50,1,2,1,18402,1,1,0.75916845
0,1,150,120,2,5,0,40,40,0,0,0,18403,1,1,0.8676846
0,2,1160,260,3,6,0,1160,60,0,0,0,18404,1,1,0.8340716
0,3,1100,60,0,6,0,1070,60,0,0,0,18405,1,1,0.8494243
0,3,650,610,1,0,0,610,90,0,0,0,18406,1,1,0.86975133
0,3,910,310,0,0,5,530,310,0,0,0,18407,1,1,0.873193
0,2,1400,120,0,0,0,1400,50,0,0,0,18408,1,1,0.74426425
0,2,620,60,0,2,4,570,50,1,2,1,18409,1,0,0.7365396
0,2,10,10,1,6,0,10,0,0,0,0,18410,1,1,0.7935158
0,2,2460,90,0,0,6,2460,90,0,0,0,18411,1,1,0.84207886
0,2,2960,80,0,0,4,1500,50,0,0,0,18412,1,1,0.73643583
0,0,830,310,0,0,3,420,120,0,0,0,18413,1,1,0.82679284
0,3,930,170,1,1,4,850,110,1,2,1,18414,1,1,0.8039914
0,2,1630,70,0,0,0,1630,60,0,0,0,18415,1,1,0.82697684
0,2,940,120,0,0,6,940,50,0,0,0,18416,1,1,0.8200994
1,2,2020,2090,1,2,0,300,0,1,2,1,18417,0,1,0.86962664
0,2,1700,90,0,3,0,1700,90,0,0,0,18418,1,1,0.8419565
0,2,950,120,0,0,6,900,0,1,10,1,18419,1,0,0.45603266
0,2,700,50,0,0,0,580,40,1,2,1,18420,1,0,0.6417226
0,2,100,230,2,6,0,0,30,1,1,1,18421,1,0,0.84928304
0,2,1170,60,0,0,0,1040,60,1,2,1,18422,1,0,0.68431765
0,3,2430,120,1,2,0,2380,120,0,0,0,18423,1,0,0.8140905
0,2,90,60,3,6,0,90,10,0,0,0,18424,1,1,0.8187263
0,2,1990,90,0,0,6,1970,0,1,9,1,18425,1,1,0.6217475
1,2,390,50,1,6,0,390,30,0,0,0,18426,0,1,0.8216301
1,2,1420,70,0,0,1,1420,50,1,2,1,18427,0,1,0.8382602
1,3,2420,260,0,0,3,2420,100,1,2,1,18428,0,1,0.8013513
0,2,1260,100,0,0,2,1090,50,2,4,1,18429,1,0,0.6642604
0,2,1660,90,0,0,4,1660,60,0,0,0,18430,1,1,0.77875555
1,1,870,60,0,0,6,800,60,0,0,0,18431,0,1,0.70535237
1,1,9900,430,0,0,6,9900,150,1,9,1,18432,0,1,0.835693
1,3,90,0,0,6,0,90,0,0,0,0,18433,0,1,0.87815464
0,2,1950,1950,1,2,0,10,10,0,0,0,18434,1,1,0.8456676
0,3,5840,220,0,1,0,5490,200,0,0,0,18435,1,1,0.78382456
0,0,350,60,0,6,0,350,50,0,0,0,18436,1,1,0.87538975
0,1,450,80,0,0,0,340,80,1,11,1,18437,1,0,0.4911455
0,3,1560,170,2,2,4,1440,150,0,0,0,18438,1,1,0.80841833
0,1,1010,50,0,0,6,1010,50,0,0,0,18439,1,1,0.8220379
0,2,300,30,0,4,0,270,30,0,0,0,18440,1,1,0.75516224
1,2,3470,150,0,0,0,3300,150,0,0,0,18441,0,0,0.7941173
0,2,550,70,0,0,3,390,50,1,4,1,18442,1,0,0.6842532
0,2,2880,340,0,0,6,2570,30,1,7,1,18443,1,0,0.6918695
0,3,610,60,0,0,6,560,40,1,11,1,18444,1,0,0.6457922
0,2,1560,1410,1,1,0,310,1410,0,0,0,18445,1,1,0.9429663
0,0,1450,110,0,0,6,1290,60,0,0,0,18446,1,1,0.6100466
1,0,4580,330,0,2,0,4580,160,0,0,0,18447,0,0,0.7817751
1,2,0,0,0,6,0,0,0,1,1,1,18448,0,0,0.6618009
1,2,220,60,0,5,0,220,0,1,3,1,18449,0,1,0.5209717
0,3,140,90,2,6,0,100,0,1,7,1,18450,1,1,0.61288035
0,2,1960,310,0,1,0,1960,90,0,0,0,18451,1,1,0.82547426
0,3,1490,50,0,0,0,1470,50,0,0,0,18452,1,1,0.7862666
0,3,110,110,5,6,0,60,110,0,0,0,18453,1,0,0.84034073
1,1,1560,80,0,0,4,1530,70,1,6,1,18454,0,0,0.8058051
0,2,940,50,0,6,0,790,50,0,0,0,18455,1,1,0.6566819
0,2,160,90,2,6,0,100,0,0,0,0,18456,1,1,0.6118544
1,2,630,1640,3,6,0,290,360,0,0,0,18457,0,1,0.917856
0,3,40,40,1,6,0,0,0,0,0,0,18458,1,1,0.85716
0,2,940,150,0,0,5,620,150,1,2,1,18459,1,1,0.79712296
0,3,1560,100,0,0,4,1560,70,0,0,0,18460,1,1,0.80276877
0,2,2720,240,0,0,0,2720,240,0,0,0,18461,1,1,0.8576668
0,2,930,110,0,0,6,860,60,1,2,1,18462,1,1,0.6736522
0,2,2370,130,0,0,6,2130,80,0,0,0,18463,1,1,0.73928326
0,3,200,200,4,6,0,40,80,0,0,0,18464,1,1,0.8728741
0,3,610,150,0,0,5,480,150,0,0,0,18465,1,0,0.7290385
1,1,10,10,0,6,0,10,10,0,0,0,18466,0,1,0.758337
1,2,930,110,0,0,6,770,50,2,4,1,18467,0,1,0.64238924
0,3,210,240,3,6,0,200,150,0,0,0,18468,1,1,0.87176335
0,3,3300,150,0,3,3,3200,150,0,0,0,18469,1,1,0.83468395
0,3,1980,80,0,0,3,1980,80,0,0,0,18470,1,1,0.8534692
0,3,280,280,3,6,0,0,280,1,1,1,18471,1,1,0.84387594
0,2,500,460,1,6,0,170,460,0,0,0,18472,1,1,0.92162323
0,2,1370,60,0,0,0,1360,60,0,0,0,18473,1,1,0.85332286
1,2,130,270,4,6,0,70,20,0,0,0,18474,0,0,0.88603544
0,2,610,50,0,1,5,520,40,0,0,0,18475,1,1,0.73220515
0,2,4610,200,0,0,0,4610,200,0,0,0,18476,1,1,0.84099245
0,2,220,220,1,6,0,30,220,0,0,0,18477,1,1,0.83735716
0,2,550,210,0,0,3,240,210,1,8,1,18478,1,1,0.78885955
0,2,4180,210,0,0,4,4180,0,1,3,1,18479,1,1,0.70167947
1,2,6030,6070,2,4,0,3600,6070,0,0,0,18480,0,1,0.90373766
1,3,1550,80,0,2,4,1470,60,0,0,0,18481,0,0,0.7839886
0,3,2100,120,0,0,0,2070,90,0,0,0,18482,1,1,0.8161855
1,1,1530,70,0,0,6,1370,50,0,0,0,18483,0,1,0.727514
0,2,740,0,0,5,0,740,0,0,0,0,18484,1,1,0.8304929
0,2,4100,380,0,0,6,4010,180,1,6,1,18485,1,1,0.7768673
1,1,3050,310,0,2,0,2830,230,0,0,0,18486,0,1,0.8113077
0,2,20,0,0,6,0,20,0,0,0,0,18487,1,1,0.87255996
0,2,4370,170,0,0,3,4370,170,0,0,0,18488,1,1,0.8525204
0,2,1480,90,0,2,2,1480,50,1,2,1,18489,1,0,0.7548634
0,3,270,60,2,5,0,190,60,0,0,0,18490,1,0,0.5304899
0,2,5110,490,0,0,6,5030,220,0,0,0,18491,1,1,0.76633525
0,2,710,750,1,2,0,110,0,1,2,1,18492,1,1,0.8442927
0,2,50,50,3,6,0,0,10,0,0,0,18493,1,1,0.8101494
0,3,2300,2210,1,1,5,0,2210,1,1,1,18494,1,1,0.9037374
0,3,570,90,0,6,0,400,60,1,2,1,18495,1,1,0.7024058
0,2,2000,60,0,2,0,2000,60,0,0,0,18496,1,1,0.832115
0,3,4250,230,0,0,4,4030,200,0,0,0,18497,1,1,0.8045052
0,2,2150,90,0,0,0,2150,90,0,0,0,18498,1,1,0.84745544
1,0,2200,110,0,0,3,2200,90,0,0,0,18499,0,1,0.81613463
0,3,2620,120,0,0,0,2470,120,0,0,0,18500,1,1,0.7743631
1,2,930,50,0,0,0,880,50,0,0,0,18501,0,1,0.7502949
0,2,3300,3300,1,3,0,3280,160,0,0,0,18502,1,1,0.8218205
1,1,860,50,0,3,0,830,40,0,0,0,18503,0,1,0.7118074
1,1,2400,1530,1,0,3,2400,90,0,0,0,18504,0,1,0.8452942
0,2,3910,1590,0,1,0,1850,120,0,0,0,18505,1,1,0.8217892
0,3,760,40,0,0,0,700,40,0,0,0,18506,1,1,0.7077256
1,2,490,90,0,0,1,380,90,1,2,1,18507,0,0,0.6393138
0,3,270,100,0,6,0,140,40,1,2,1,18508,1,0,0.6725863
0,3,80,0,5,6,0,80,0,0,0,0,18509,1,1,0.51741856
1,2,1250,60,0,0,2,1240,60,0,0,0,18510,0,1,0.85607207
0,2,2140,90,0,0,4,2030,80,0,0,0,18511,1,0,0.805705
1,2,670,150,0,0,6,530,150,1,5,1,18512,0,1,0.6539656
1,2,870,40,0,0,0,870,0,1,4,1,18513,0,0,0.49410778
0,2,870,50,0,0,6,770,50,1,6,1,18514,1,1,0.6723771
0,2,210,40,0,2,0,90,40,2,5,1,18515,1,0,0.62867415
0,0,690,390,0,6,0,260,60,0,0,0,18516,1,1,0.8346696
0,2,890,960,2,2,4,0,40,0,0,0,18517,1,1,0.85412955
0,3,890,90,0,0,0,810,50,1,12,1,18518,1,0,0.5541683
0,2,440,120,0,6,0,440,60,0,0,0,18519,1,1,0.87657464
0,2,1440,110,0,0,0,1370,60,0,0,0,18520,1,1,0.67839825
0,2,1720,1710,2,5,0,150,330,0,0,0,18521,1,1,0.9179735
0,3,0,10,1,6,0,0,0,0,0,0,18522,1,0,0.7181894
0,3,1290,150,0,0,1,1030,60,0,0,0,18523,1,0,0.6527401
0,1,1750,1520,1,2,0,1650,60,0,0,0,18524,1,1,0.8198193
0,2,1000,180,0,0,0,1000,90,1,2,1,18525,1,1,0.82956123
1,2,1560,130,0,0,4,1520,130,0,0,0,18526,0,1,0.83758616
0,2,1240,150,0,0,6,1140,120,1,2,1,18527,1,1,0.65550196
0,3,6200,310,0,0,2,6200,310,0,0,0,18528,1,1,0.80345464
0,3,0,0,0,6,0,0,0,1,1,1,18529,1,1,0.6732658
0,2,230,230,3,6,0,50,110,0,0,0,18530,1,1,0.8826086
1,2,450,180,3,6,0,450,110,0,0,0,18531,0,1,0.93795353
1,1,170,170,3,6,0,60,20,1,4,1,18532,0,1,0.8822808
0,2,70,70,1,6,0,40,0,0,0,0,18533,1,1,0.8173098
0,3,990,990,1,6,0,250,30,0,0,0,18534,1,1,0.87817657
0,1,4240,3960,1,1,0,870,3960,0,0,0,18535,0,1,0.9174056
0,2,2480,240,0,0,4,2340,240,1,6,1,18536,1,1,0.82599366
0,2,750,80,0,4,0,610,80,0,0,0,18537,1,1,0.5490704
0,2,620,610,1,2,3,320,30,0,0,0,18538,1,1,0.8742843
1,2,390,50,0,0,0,340,50,1,8,1,18539,0,0,0.66050833
0,2,910,1260,1,2,0,910,50,0,0,0,18540,1,1,0.8236464
0,2,4910,4810,1,2,2,580,90,0,0,0,18541,1,1,0.84922844
0,2,2040,100,1,3,0,2040,90,0,0,0,18542,1,1,0.8339137
0,2,220,250,3,6,0,30,130,0,0,0,18543,1,1,0.88331085
0,2,610,610,3,6,0,320,70,0,0,0,18544,1,1,0.87611425
0,2,50,70,3,6,0,50,0,0,0,0,18545,1,1,0.77709645
0,2,1180,60,0,2,0,1180,50,0,0,0,18546,1,1,0.8224448
0,2,350,350,2,6,0,130,10,0,0,0,18547,1,1,0.8717963
0,2,140,140,2,6,0,20,140,0,0,0,18548,1,1,0.8611335
0,3,240,240,3,6,0,230,90,0,0,0,18549,1,1,0.88548857
0,3,90,0,0,6,0,90,0,0,0,0,18550,1,0,0.88416815
0,2,260,100,3,6,0,260,30,0,0,0,18551,1,1,0.7849442
0,3,170,170,3,6,0,20,100,0,0,0,18552,1,0,0.86796963
0,3,1400,170,0,0,5,1220,120,1,2,1,18553,1,0,0.66326267
0,2,280,90,0,6,0,170,0,1,3,1,18554,1,0,0.3611474
1,2,2420,920,0,2,0,2420,90,0,0,0,18555,0,1,0.8670112
0,3,30,30,2,6,0,0,20,0,0,0,18556,1,1,0.7177969
0,2,610,90,0,0,0,610,90,1,2,1,18557,1,1,0.8271593
0,3,840,50,0,6,0,840,40,0,0,0,18558,1,1,0.8236216
0,2,850,60,0,0,0,850,60,0,0,0,18559,1,1,0.8232671
0,0,640,640,3,6,0,90,120,0,0,0,18560,1,1,0.92190206
0,2,4790,310,0,0,4,4790,310,0,0,0,18561,1,1,0.84031814
0,2,2110,90,0,0,0,2050,90,0,0,0,18562,1,1,0.83670187
1,2,3560,150,0,0,0,3560,120,0,0,0,18563,0,1,0.82944804
0,3,5200,2140,0,0,0,3640,2140,0,0,0,18564,1,1,0.87658626
0,3,1480,1480,2,6,0,0,10,0,0,0,18565,1,1,0.8351471
0,2,9800,430,0,0,4,9800,430,0,0,0,18566,1,1,0.82672286
0,3,110,10,1,6,0,110,0,0,0,0,18567,1,1,0.72214997
0,0,450,460,3,6,0,20,460,1,1,1,18568,1,1,0.8895705
0,2,130,30,0,6,0,130,30,0,0,0,18569,1,1,0.8642301
0,2,380,40,2,6,0,380,0,0,0,0,18570,1,1,0.49178287
0,3,10,10,0,6,0,10,10,0,0,0,18571,1,1,0.8191038
0,2,360,290,1,6,0,300,30,0,0,0,18572,1,1,0.84238786
0,2,670,590,1,6,0,0,0,0,0,0,18573,1,0,0.84534377
0,3,470,90,0,5,0,470,90,0,0,0,18574,1,1,0.8734948
0,3,250,50,0,0,1,170,30,1,2,1,18575,1,1,0.5913349
0,3,3320,3060,1,1,4,290,3060,1,4,1,18576,1,1,0.9125778
0,2,2120,1000,3,5,0,2120,100,0,0,0,18577,1,1,0.8607988
0,2,4710,2120,1,1,3,4710,210,0,0,0,18578,1,1,0.8533712
0,2,490,70,0,0,0,420,0,2,5,1,18579,1,1,0.4328859
0,3,940,110,0,0,6,900,30,1,7,1,18580,1,1,0.66665477
1,3,140,110,2,6,0,140,50,0,0,0,18581,0,1,0.89999735
0,3,20,40,2,6,0,0,40,2,5,1,18582,1,1,0.6809153
1,1,3530,170,0,0,0,3530,130,0,0,0,18583,0,1,0.84490967
1,2,1350,70,0,0,0,1280,60,0,0,0,18584,0,1,0.7544477
0,1,2880,180,0,0,0,2560,120,0,0,0,18585,1,1,0.7393975
1,2,30,30,1,6,0,10,10,0,0,0,18586,0,1,0.8139025
0,3,5390,240,0,0,4,5230,240,0,0,0,18587,1,1,0.81957257
0,3,340,290,2,6,0,340,100,0,0,0,18588,1,1,0.900271
