Married,Age,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HistoryOfOverduePayments,h_c,s
1,0,2,60,60,5,6,0,0,0,1,1,1,1,0.252155901481016
0,0,2,4850,210,0,0,0,4690,210,1,8,1,0,0.46636546324313877
1,0,2,4070,460,0,0,6,3670,150,1,15,1,1,0.7243451457854229
1,0,3,90,90,3,6,0,60,90,0,0,0,1,0.10681142552424203
1,0,2,190,170,1,6,0,190,30,0,0,0,0,0.1260337979682838
0,0,3,70,0,0,6,0,70,0,1,32,1,1,0.9409451557624855
1,0,2,4490,190,0,0,0,4490,190,0,0,0,0,0.1190570974501662
1,0,3,2350,110,0,0,0,2240,80,0,0,0,0,0.12201413855208955
1,0,1,220,220,3,6,0,10,50,0,0,0,0,0.10654960780490953
1,0,2,360,50,0,0,0,250,30,2,5,1,1,0.5648896186501527
1,0,1,820,70,0,0,0,820,50,2,4,1,0,0.5405754800901011
0,0,1,4470,4310,3,4,0,20,30,0,0,0,0,0.050280495095742506
0,1,2,340,60,0,6,0,330,50,1,2,1,0,0.315034867069829
0,0,2,2740,180,0,0,0,2440,90,1,2,1,1,0.31399332575541566
1,0,2,1510,60,0,0,1,1510,60,0,0,0,0,0.13126860366804943
0,0,1,3720,280,0,0,6,3590,160,1,12,1,1,0.651428223745607
1,0,2,5670,270,0,0,0,5220,200,0,0,0,1,0.11040002148922075
0,0,1,2510,2140,3,5,0,490,2140,0,0,0,0,0.03956553677911669
0,1,0,870,90,0,6,0,830,40,0,0,0,0,0.11488714744428145
0,0,2,1010,50,0,0,0,890,50,0,0,0,0,0.11927041329934251
0,0,3,1030,310,0,4,0,910,100,1,2,1,0,0.32897171293462
1,0,2,880,50,0,0,0,880,40,0,0,0,0,0.12750197890207904
1,0,0,860,60,0,1,2,860,50,0,0,0,0,0.14043866910479944
0,0,3,100,50,1,6,0,100,40,0,0,0,0,0.11938299988367741
1,0,3,6110,310,0,0,2,6110,290,0,0,0,0,0.12290246944069126
1,0,1,2780,210,0,0,4,2780,210,0,0,0,0,0.1409876306794782
1,0,1,2860,120,0,0,3,2860,120,0,0,0,1,0.1390974323833418
0,1,3,200,200,1,2,0,160,80,1,2,1,0,0.2858471607432058
1,0,2,60,30,0,6,0,60,0,1,2,1,0,0.36081401676065844
0,0,3,1940,1950,3,5,0,0,1950,0,0,0,0,0.042117698060407265
1,0,2,30,30,2,6,0,20,10,0,0,0,0,0.11840624293584419
0,0,3,140,140,3,6,0,10,80,0,0,0,0,0.10065480527164504
0,0,2,8230,310,0,0,0,7970,310,0,0,0,0,0.10293930719814692
0,0,3,40,30,2,6,0,40,0,0,0,0,0,0.11273375981450605
0,0,2,100,530,3,6,0,100,0,1,2,1,0,0.29645500971967675
1,0,2,1050,920,1,1,0,1050,60,0,0,0,1,0.11845429548558431
1,0,1,90,40,0,6,0,90,30,0,0,0,0,0.13604009867345235
1,0,2,550,70,0,6,0,540,60,0,0,0,0,0.13338158883708887
0,0,3,0,0,0,6,0,0,0,0,0,0,1,0.1294638913657178
0,1,2,590,600,3,3,2,0,600,0,0,0,0,0.07567796522965549
0,0,1,1540,30,0,4,2,1540,30,0,0,0,1,0.13683852264901214
1,0,2,1520,0,0,5,1,1520,0,0,0,0,0,0.13919059437739978
0,1,3,610,50,0,0,6,550,40,0,0,0,0,0.13549998679516834
0,0,1,3870,160,0,0,2,3870,160,0,0,0,0,0.12546654045554007
0,0,3,0,0,0,6,0,0,0,0,0,0,0,0.1294638913657178
0,0,3,150,50,2,6,0,150,0,0,0,0,1,0.11263046792679703
0,1,2,30,30,2,6,0,0,0,0,0,0,0,0.1004549109255492
0,0,3,1270,550,2,6,0,1270,150,0,0,0,0,0.10662259603368238
0,0,3,1880,150,0,4,0,1780,150,0,0,0,0,0.11862540940837778
1,0,2,730,200,1,6,0,730,90,0,0,0,0,0.1234214132781199
1,0,2,1440,190,0,0,5,1220,190,1,6,1,1,0.48497801813808766
1,0,2,10,10,0,6,0,10,10,0,0,0,0,0.13600911946604233
0,1,2,330,70,2,5,0,330,20,0,0,0,0,0.09920145473160376
0,0,3,4460,920,1,1,0,4460,170,0,0,0,0,0.10622619893855327
0,0,3,630,550,1,0,4,470,150,0,0,0,1,0.1250413709860176
1,0,3,2190,110,0,0,6,2140,90,0,0,0,1,0.1549748309276843
1,0,2,40,40,0,6,0,40,40,0,0,0,0,0.1348148555048631
0,0,1,0,0,0,6,0,0,0,0,0,0,1,0.13119122252245405
1,0,1,1430,90,0,0,1,1430,90,0,0,0,0,0.13107318161200077
1,0,2,40,0,0,6,0,40,0,0,0,0,1,0.13637209016445084
0,1,2,890,60,0,1,4,840,60,0,0,0,0,0.12641230971118433
0,0,2,630,200,0,0,6,580,40,0,0,0,0,0.15272187215327618
0,1,2,590,60,0,5,0,590,60,0,0,0,0,0.11262528715823303
1,0,1,10,10,0,6,0,10,10,0,0,0,1,0.13690704541974455
1,0,3,100,170,3,6,0,30,20,0,0,0,0,0.10830041678934552
1,0,1,510,40,0,2,2,510,40,0,0,0,0,0.14142202417893043
0,0,3,3130,940,1,2,3,2940,150,0,0,0,0,0.11930028247178327
1,0,3,5970,3060,3,3,0,10,30,0,0,0,0,0.040936048441413984
0,1,1,910,50,0,2,4,890,30,1,5,1,1,0.4287267548530804
0,1,3,170,90,2,3,0,80,90,1,8,1,0,0.42201626897805694
0,0,1,2590,120,0,1,3,2590,120,0,0,0,0,0.13426697575123664
1,0,1,910,60,0,0,6,840,40,1,2,1,0,0.4053910888272819
1,0,2,20,20,3,6,0,10,20,2,4,1,1,0.4980233454130135
0,0,3,10,10,0,6,0,10,10,0,0,0,0,0.1290811517764221
0,0,2,1970,1970,3,5,0,100,1970,0,0,0,0,0.04260255679225031
0,0,3,0,0,0,6,0,0,0,1,1,1,0,0.32197243774180423
0,0,2,790,790,3,6,0,60,60,0,0,0,0,0.09258091798797949
0,0,0,740,70,1,6,0,690,70,1,2,1,0,0.3265075143604254
0,0,3,70,70,2,6,0,50,70,1,2,1,1,0.3067780068723629
0,0,2,310,150,2,6,0,310,70,0,0,0,0,0.11092864932600464
1,0,1,230,230,2,6,0,40,0,0,0,0,1,0.11620932374857289
0,0,3,600,50,0,0,5,460,50,1,2,1,1,0.3757036983798088
0,0,2,80,80,0,6,0,80,80,0,0,0,0,0.12727288680857407
0,0,2,4030,150,0,0,6,3690,140,1,2,1,1,0.36719718531148565
0,1,2,1990,120,0,0,1,1990,120,0,0,0,0,0.10928146790482433
0,0,3,1810,120,0,0,0,1540,110,0,0,0,1,0.1133154420216769
0,0,3,610,240,0,0,5,530,80,0,0,0,0,0.143819258623366
1,0,2,1510,60,0,0,3,1510,60,0,0,0,0,0.14186701621786446
0,0,2,2800,80,0,0,3,2800,0,1,3,1,0,0.3879978238851443
1,0,1,670,1210,1,1,0,670,60,0,0,0,1,0.11931214731104108
0,1,2,300,40,0,0,6,260,40,0,0,0,1,0.13707113882511765
0,1,3,130,130,1,6,0,130,60,0,0,0,0,0.10549336739320224
0,0,1,3060,140,0,0,0,3060,140,0,0,0,0,0.11726894211438145
1,0,3,460,460,1,6,0,0,460,1,1,1,0,0.26882603873124655
0,0,2,1470,60,0,0,6,1320,60,0,0,0,0,0.14914187684784191
0,0,2,4700,110,1,5,0,4700,0,0,0,0,0,0.11670475135903507
0,0,2,690,90,0,0,0,540,90,1,8,1,1,0.4848721569571823
1,0,2,1530,60,0,0,3,1500,60,0,0,0,1,0.14126395053957042
0,0,3,310,60,0,3,0,310,60,1,5,1,0,0.41521259886742157
0,0,2,0,90,1,6,0,0,0,1,1,1,0,0.30655486633968987
1,0,3,380,150,1,6,0,70,90,0,0,0,0,0.11768674612355433
0,1,3,220,260,2,6,0,160,220,0,0,0,0,0.09285535939447957
0,0,1,2380,50,0,3,1,2380,50,0,0,0,0,0.12902601501813013
1,0,2,860,1500,2,4,0,860,40,0,0,0,1,0.11367918508771288
0,0,2,570,650,3,6,0,270,350,1,2,1,0,0.26302199584516706
1,0,1,60,60,2,6,0,50,0,1,2,1,0,0.3267528431746293
0,0,3,100,90,3,6,0,100,0,0,0,0,1,0.10503307926293269
0,0,2,2200,2900,1,1,0,2120,80,0,0,0,0,0.10864294610282797
0,0,2,1290,160,0,0,0,1080,120,0,0,0,0,0.11511135169458081
0,1,2,1330,610,0,2,0,1180,310,0,0,0,0,0.09900385496426414
1,0,2,430,90,0,0,0,340,0,1,11,1,1,0.5921719176490965
0,0,3,1430,1870,1,1,0,1140,60,0,0,0,0,0.10671039134108379
0,0,1,4480,200,0,0,0,4050,200,0,0,0,0,0.10730863223073671
0,0,0,6060,0,0,5,1,6060,0,0,0,0,0,0.13065507595696976
0,0,3,20,20,1,6,0,0,0,1,1,1,1,0.3043493051066837
1,0,3,0,20,1,6,0,0,0,1,1,1,0,0.3163355726758528
1,0,3,1870,90,0,0,0,1760,80,1,8,1,1,0.49621305194969484
0,0,3,1610,760,0,6,0,1100,110,1,4,1,1,0.367951550508833
0,0,2,600,50,0,3,0,540,50,0,0,0,0,0.1237081467715613
1,0,2,540,2910,2,6,0,540,40,1,2,1,0,0.3165953235647463
0,0,3,200,200,2,6,0,150,0,0,0,0,1,0.1116691097205596
0,0,2,440,310,1,2,0,440,40,0,0,0,0,0.1156953249153676
1,0,2,2370,1800,3,5,0,2370,40,0,0,0,0,0.10555865661966354
0,0,3,6320,310,0,0,0,6060,310,0,0,0,0,0.10362625697139592
0,0,3,170,170,2,6,0,30,30,0,0,0,0,0.10934524355628641
0,0,2,1890,1600,1,3,0,1880,150,0,0,0,0,0.1106941466841888
0,0,3,450,60,0,0,0,390,60,2,7,1,1,0.6046684125358488
0,1,3,2100,120,0,0,0,2070,90,0,0,0,0,0.10464577066187644
1,0,2,1260,1260,2,6,0,900,850,0,0,0,0,0.08662005728043495
1,0,3,2050,110,0,0,0,2020,70,0,0,0,0,0.12400046941488366
1,0,1,890,890,2,6,0,0,890,0,0,0,0,0.08018484301115829
0,0,2,830,110,0,6,0,830,50,0,0,0,0,0.1276687034097922
1,0,2,420,40,0,6,0,410,40,0,0,0,0,0.13427998036786204
0,1,3,940,30,0,2,4,940,0,1,4,1,0,0.4006435006640625
1,0,3,0,0,0,6,0,0,0,1,1,1,0,0.33357167546477856
0,1,2,1370,310,0,0,0,1370,180,0,0,0,0,0.10347508038579768
0,0,3,1590,370,0,4,0,1470,370,0,0,0,0,0.11110470323056758
1,0,3,250,250,4,6,0,20,30,0,0,0,0,0.09820269901740751
1,0,3,5450,360,0,0,2,5200,360,0,0,0,1,0.11679296613483088
0,0,2,930,60,0,6,0,900,60,1,11,1,0,0.5900786940321354
0,0,1,0,0,0,6,0,0,0,1,1,1,1,0.32530844296054107
1,0,3,630,630,3,6,0,340,490,0,0,0,0,0.09082033925186046
1,0,2,6940,290,0,0,6,6570,290,0,0,0,0,0.13664992070006968
1,0,2,10,10,0,6,0,10,10,0,0,0,0,0.13600911946604233
0,0,3,5600,610,0,0,0,5600,310,0,0,0,0,0.10786276404019192
1,0,1,20,30,2,6,0,10,10,2,4,1,0,0.5203112261705495
1,0,3,4360,10130,1,1,0,3750,150,0,0,0,0,0.09581617714715193
0,1,2,640,70,0,0,0,640,0,1,10,1,0,0.5219684207445522
0,0,2,20,40,1,6,0,0,40,2,5,1,0,0.5501779505919829
0,0,1,2270,1160,1,0,3,1430,50,0,0,0,0,0.1120677147394419
0,0,1,460,40,0,0,0,400,40,1,12,1,1,0.6066622223758548
1,0,3,50,50,3,6,0,0,0,0,0,0,0,0.10937463086968485
1,0,1,1010,80,1,5,0,1010,60,0,0,0,0,0.12413182878098476
0,0,2,2630,2380,1,1,2,320,2380,0,0,0,0,0.04246336012196642
0,0,2,3070,3050,2,2,0,360,3050,0,0,0,0,0.027530152252560853
0,0,3,4920,180,0,0,0,4920,150,0,0,0,0,0.11384978379884599
1,0,2,1850,120,0,0,2,1850,90,0,0,0,0,0.1349689441926183
0,0,2,1470,430,0,0,3,1470,60,0,0,0,0,0.1352527914999079
0,1,2,1170,930,1,6,0,160,0,1,12,1,0,0.5301043638213265
0,0,3,1390,1200,2,6,0,960,860,0,0,0,0,0.08084954225189159
0,1,2,250,50,0,6,0,160,50,0,0,0,0,0.11274176989032804
0,0,2,170,30,0,6,0,170,30,1,6,1,1,0.4547043818428693
0,0,2,2790,160,0,0,2,2790,100,0,0,0,0,0.12771215078480172
1,0,1,1550,80,0,0,6,1500,80,0,0,0,0,0.1581129444439517
1,0,2,610,70,0,0,6,510,40,0,0,0,0,0.15875396958575508
0,0,3,170,170,3,6,0,20,100,0,0,0,1,0.0997382564189403
0,0,2,200,1100,3,6,0,0,70,1,1,1,0,0.2615690454291246
1,0,1,1320,100,0,0,0,1250,60,0,0,0,0,0.12595821326128182
1,0,2,0,0,0,6,0,0,0,0,0,0,0,0.13640918377568756
0,0,3,870,490,2,4,0,0,0,1,1,1,0,0.2552096486927024
0,0,2,640,830,2,6,0,640,380,0,0,0,0,0.10065689032127471
1,0,2,90,90,1,6,0,40,90,0,0,0,1,0.12319969674931056
0,0,2,650,60,0,0,0,640,60,0,0,0,1,0.12108172904328086
0,0,3,110,110,2,6,0,0,10,1,1,1,1,0.2841015137479764
0,0,3,3190,1480,0,0,0,2770,80,0,0,0,0,0.10969609257199849
1,0,3,3240,390,0,0,6,3190,120,0,0,0,0,0.1523324662878426
0,0,1,2450,2580,1,0,4,2410,2580,1,1,1,0,0.17247145000898528
1,0,3,1450,120,0,0,0,1240,60,1,2,1,1,0.33143496472885486
1,0,2,590,50,0,0,6,550,50,1,2,1,1,0.4045596950709965
0,0,2,1870,1870,1,6,0,830,150,0,0,0,0,0.09779257284273574
1,0,2,2080,290,0,0,0,1760,290,1,9,1,1,0.5002147850873165
0,0,1,40,40,3,6,0,0,10,1,1,1,0,0.27387690843697476
1,0,1,1490,200,0,6,0,1490,110,0,0,0,0,0.13160525496787015
0,0,3,520,150,0,6,0,280,150,1,6,1,1,0.432819904069606
0,1,2,1390,1430,1,2,0,840,90,0,0,0,0,0.09221238533658714
1,0,3,9980,760,0,0,4,9930,760,0,0,0,0,0.1120738626588575
1,0,1,720,50,0,1,0,720,50,0,0,0,0,0.12920514348063133
1,0,2,1330,440,2,6,0,1330,20,0,0,0,0,0.11681887564223448
0,0,3,890,50,0,0,6,810,40,0,0,0,0,0.15101917728220257
1,0,2,70,80,2,6,0,50,30,0,0,0,0,0.11748965817875912
0,1,0,930,930,1,3,0,540,60,0,0,0,0,0.09806116738407455
1,0,3,390,0,0,5,0,390,0,0,0,0,0,0.13403862788497034
0,0,3,410,80,0,6,0,240,80,1,2,1,1,0.3343877538365811
1,0,3,2510,2620,2,5,0,120,80,0,0,0,0,0.07800002575133853
1,0,1,1890,110,0,0,0,1810,80,0,0,0,0,0.12457224323582691
0,0,3,1560,70,0,0,4,1550,60,0,0,0,0,0.13976353330588853
1,0,1,1180,110,0,0,5,980,110,1,2,1,0,0.3836598354420754
1,0,2,900,50,0,5,0,900,0,1,2,1,0,0.35704913132878907
0,0,2,3810,350,0,0,6,3680,180,1,12,1,1,0.6479256725703273
0,0,3,6980,310,0,0,3,6980,310,0,0,0,0,0.12065521235970289
1,0,2,2810,150,0,0,6,2750,150,1,2,1,0,0.3916459752769381
1,0,2,3390,160,0,0,6,3320,130,0,0,0,0,0.1525804053607999
0,0,2,350,290,2,4,0,0,40,2,5,1,1,0.5115636344877462
1,0,3,1880,100,1,1,2,1880,90,0,0,0,0,0.1262809295377893
1,0,1,3980,1450,0,0,0,3980,1450,0,0,0,0,0.08254422068332729
0,0,2,1650,180,0,0,6,1570,60,1,2,1,0,0.38740700956071683
1,0,3,0,0,0,6,0,0,0,1,1,1,1,0.33357167546477856
0,1,3,2410,1530,1,0,2,1550,130,0,0,0,0,0.09151711109654449
1,0,3,170,170,4,6,0,60,140,1,2,1,0,0.2772535450227264
1,0,2,2530,110,0,0,4,2490,110,0,0,0,0,0.14356946995968
1,0,1,910,90,0,0,6,830,0,1,12,1,1,0.6816786702002562
0,0,2,2350,390,0,0,4,2200,390,0,0,0,0,0.12479276417746857
0,0,3,630,80,0,0,0,470,70,1,4,1,0,0.3737648286941029
0,0,3,70,70,3,6,0,10,20,0,0,0,0,0.10356797389473613
0,0,2,380,380,3,6,0,80,320,0,0,0,0,0.09185562157854621
1,0,2,930,930,3,6,0,230,260,0,0,0,0,0.09177924488253505
1,0,3,280,280,2,6,0,120,20,0,0,0,0,0.11440148930790256
0,0,2,1500,60,0,0,0,1430,60,0,0,0,0,0.11935753424629848
1,0,2,650,650,1,6,0,340,0,1,2,1,0,0.3296584397608439
0,0,3,14600,320,0,0,2,14600,10,0,0,0,1,0.1198201629043003
1,0,2,2060,1840,1,6,0,720,1840,0,0,0,0,0.05919653535154464
0,1,1,620,460,3,4,0,140,10,0,0,0,0,0.08582625544054397
1,0,2,220,140,0,6,0,220,140,0,0,0,0,0.1308261519353419
0,0,3,20,20,1,6,0,10,0,0,0,0,0,0.12067483515321958
0,0,3,10,10,1,6,0,0,10,1,2,1,0,0.3285389086465441
0,0,2,250,250,2,6,0,60,0,2,4,1,0,0.49794547006432194
1,0,2,930,60,0,0,6,890,0,1,3,1,1,0.4354307852134987
0,0,3,110,110,2,6,0,0,90,1,1,1,0,0.2788625012141908
0,1,1,0,0,0,6,0,0,0,1,1,1,0,0.2970386508012676
1,0,2,410,60,0,5,0,410,60,0,0,0,0,0.13259817872310328
0,0,3,550,250,1,6,0,210,40,0,0,0,0,0.1132508893451169
1,0,2,400,400,3,6,0,170,280,0,0,0,0,0.09843827329503224
1,0,3,2240,70,0,0,0,2240,60,0,0,0,0,0.12474988380487684
1,0,2,1430,60,0,1,5,1430,60,0,0,0,0,0.15449948854731077
0,0,2,1900,80,1,5,0,1900,50,0,0,0,0,0.11733552470910026
0,0,2,1430,70,0,0,3,1360,60,0,0,0,0,0.1343326431787094
0,0,3,3040,250,0,0,4,2850,250,1,2,1,0,0.34379369532784754
0,0,3,2680,1680,1,2,0,1440,1680,0,0,0,0,0.057314175642044655
0,0,3,420,890,3,6,0,40,0,0,0,0,0,0.09862676997854511
0,0,2,1300,100,0,0,6,1250,0,1,13,1,0,0.6934345869432277
0,1,2,0,0,0,6,0,0,0,1,1,1,0,0.29544999301679725
1,0,1,1840,150,0,0,4,1840,70,0,0,0,1,0.14755885768943838
1,0,3,0,0,4,6,0,0,0,1,1,1,1,0.2678101084198709
0,0,3,2040,180,0,0,3,2040,90,0,0,0,0,0.13296132822917883
0,0,2,2190,160,0,0,6,2060,90,1,12,1,1,0.6577800836791069
0,0,3,430,60,0,3,0,430,0,1,5,1,1,0.41970749451828293
0,0,3,620,90,0,0,6,520,50,1,5,1,0,0.47080454876635797
0,0,3,3060,150,0,0,6,2800,140,1,12,1,1,0.6461181063121902
1,0,2,100,70,3,6,0,10,50,0,0,0,1,0.10787025630803623
1,0,2,1410,150,0,0,4,1330,150,1,2,1,0,0.37226799909373326
0,0,2,3560,450,0,0,3,1920,70,1,2,1,1,0.2966092963215869
1,0,2,270,270,1,6,0,20,0,1,4,1,1,0.38526384720592377
0,0,3,180,190,3,6,0,20,20,0,0,0,0,0.10191922196992995
1,0,3,190,190,4,6,0,10,130,0,0,0,0,0.09614995817389746
1,0,2,60,60,4,6,0,30,30,0,0,0,0,0.1020529290014128
1,0,2,290,40,0,0,0,170,40,1,2,1,1,0.3399785088245294
1,0,2,1280,60,0,3,2,1220,60,0,0,0,0,0.13896863425658748
0,0,2,880,90,0,6,0,660,90,0,0,0,0,0.12237317216853123
1,0,2,870,40,0,0,6,870,0,1,17,1,1,0.7915258325541359
1,0,2,170,170,1,6,0,100,0,0,0,0,1,0.1258862476649238
1,0,3,150,150,2,6,0,10,0,0,0,0,0,0.11560129092479131
0,0,2,0,0,0,6,0,0,0,1,1,1,1,0.3236381987499986
1,0,2,6290,500,0,0,0,5960,270,0,0,0,0,0.10939752352171614
1,0,1,1140,60,0,0,0,1060,50,0,0,0,0,0.1263316341501531
0,0,3,290,290,3,6,0,290,60,0,0,0,0,0.10292804140194607
1,0,2,110,110,2,6,0,20,90,0,0,0,0,0.11429251841993049
1,0,2,1530,120,0,0,3,1530,0,1,3,1,0,0.4028932167979826
1,0,2,20,30,4,6,0,10,20,0,0,0,0,0.10269681963569283
0,0,2,2850,100,0,0,2,2830,100,1,2,1,0,0.3429478424480914
0,0,2,1560,110,0,0,0,1410,70,1,2,1,1,0.3227549944766017
0,0,3,280,280,2,6,0,100,60,0,0,0,0,0.1076135949513128
0,0,1,910,1560,1,0,4,840,80,0,0,0,0,0.12967323788448354
0,0,3,2000,2000,1,0,2,550,2000,0,0,0,0,0.05396210134629084
0,0,1,500,90,0,6,0,310,60,0,0,0,0,0.12509789695621767
0,0,3,710,470,1,6,0,620,50,0,0,0,0,0.11668027532170933
1,0,2,690,60,0,0,0,620,60,0,0,0,0,0.1257023585212036
1,0,3,20,20,1,6,0,10,10,0,0,0,0,0.126016790711367
0,0,2,3120,1480,0,1,0,2470,60,0,0,0,0,0.10847064471834328
0,0,3,0,0,0,6,0,0,0,1,1,1,0,0.32197243774180423
0,0,2,2950,2950,1,1,1,1100,120,0,0,0,0,0.08607806336648431
1,0,1,140,30,1,6,0,140,0,0,0,0,0,0.1281300590944465
1,0,2,1090,110,0,6,0,1030,90,1,2,1,0,0.3499264518524089
0,1,2,490,40,0,0,1,400,40,1,2,1,0,0.31006727455654287
0,0,3,1970,90,0,4,0,1900,90,0,0,0,0,0.12116049612066415
1,0,1,0,0,0,6,0,0,0,0,0,0,0,0.1373093311831595
1,0,2,1540,120,0,1,1,1540,40,0,0,0,0,0.1330255984947494
0,0,3,540,610,2,6,0,20,610,0,0,0,0,0.08685106104934343
0,0,3,20,50,3,6,0,0,0,1,1,1,0,0.2721452443412526
1,0,3,1690,930,3,5,0,570,820,1,2,1,0,0.21592786069731615
0,0,2,70,0,0,6,0,70,0,1,28,1,1,0.9107363274543666
0,0,3,0,0,0,6,0,0,0,1,1,1,0,0.32197243774180423
0,0,3,0,10,5,6,0,0,0,1,1,1,0,0.24288738177529426
1,0,2,5590,360,0,0,5,5410,240,1,10,1,1,0.5864714510308655
1,0,1,2580,150,0,2,0,2580,80,0,0,0,0,0.1274588463839269
0,0,3,650,670,3,6,0,570,500,0,0,0,0,0.08895992360217764
0,0,2,910,910,1,0,0,910,70,0,0,0,0,0.11190475671907125
1,0,2,1890,1890,3,4,0,20,0,1,2,1,0,0.23944601761257506
1,0,2,1080,250,0,0,0,830,90,1,2,1,0,0.32995786106156544
0,0,1,1670,120,0,0,6,1670,50,1,12,1,0,0.6680190647035424
0,0,3,2760,80,0,0,2,2750,80,1,2,1,1,0.34324833966173784
1,0,3,110,110,3,6,0,40,0,0,0,0,0,0.10896841552899866
1,0,2,170,10,1,6,0,170,0,0,0,0,0,0.1272735295756916
1,0,3,720,610,2,4,0,140,10,2,4,1,0,0.486312072907349
0,0,3,1680,90,0,0,0,1550,90,0,0,0,0,0.11638269600683449
1,1,2,230,80,1,6,0,200,80,0,0,0,0,0.11016980794392518
0,1,3,950,150,0,0,6,890,60,1,6,1,0,0.4661871255706534
1,0,2,7640,310,0,3,1,7640,310,1,3,1,0,0.3532764381550468
1,0,3,1500,70,0,1,3,1470,70,0,0,0,0,0.14112769384018573
1,0,2,280,280,1,6,0,280,180,1,2,1,0,0.329077739703173
0,0,3,0,0,6,6,0,0,0,1,1,1,1,0.22877303303080834
0,0,3,30,90,3,6,0,0,0,1,1,1,1,0.27174638834965853
1,0,3,40,40,1,6,0,0,0,1,1,1,0,0.3148476616336817
0,0,3,410,310,3,5,0,70,180,1,2,1,0,0.26996839971746683
1,0,2,630,1640,3,6,0,290,360,0,0,0,0,0.0936051595281691
0,0,2,1810,1220,0,0,3,1810,70,0,0,0,0,0.13379590385481227
1,0,1,11890,510,0,0,5,11630,510,0,0,0,0,0.12183526695429202
0,1,2,1580,170,0,0,2,1580,0,1,3,1,0,0.3489176192488468
1,0,1,990,320,0,0,0,990,320,0,0,0,0,0.11822008796862271
0,0,1,60,130,1,6,0,60,0,0,0,0,0,0.12234088151054189
1,0,2,1900,90,0,0,2,1900,90,0,0,0,0,0.13495224129615582
0,0,3,510,510,2,6,0,460,260,0,0,0,0,0.10312054366565859
0,0,2,930,60,0,0,5,900,40,0,0,0,1,0.14724688282423629
0,0,2,1670,400,0,0,0,1590,0,1,3,1,0,0.35498340093853664
1,0,1,920,90,0,0,6,840,60,0,0,0,1,0.1589864482848712
0,0,2,4020,370,0,2,0,4020,200,0,0,0,0,0.11548340142185107
0,0,3,560,1670,4,6,0,550,560,0,0,0,0,0.08160904681873932
1,0,2,920,50,0,0,0,910,50,1,2,1,1,0.3420767824421734
0,0,2,870,890,1,4,0,840,200,0,0,0,0,0.11110323703655184
1,0,2,8540,350,0,0,0,8480,320,0,0,0,0,0.11043397262217902
1,0,2,1830,60,0,0,1,1830,60,0,0,0,0,0.13098157180906753
0,0,2,620,100,0,0,6,500,40,1,2,1,0,0.3895086067564609
1,0,3,330,330,3,6,0,20,0,0,0,0,0,0.10495599164141023
1,0,1,1050,150,0,0,0,860,150,1,12,1,1,0.6044272526504704
0,0,2,380,380,1,6,0,130,60,0,0,0,0,0.11484851877749327
1,0,2,310,60,0,0,5,230,40,1,11,1,1,0.6428130510209906
1,0,1,130,130,3,6,0,30,110,0,0,0,0,0.10651635177224036
0,0,3,880,150,1,6,0,780,150,0,0,0,0,0.11335730391268928
0,0,3,0,0,0,6,0,0,0,1,1,1,0,0.32197243774180423
0,0,3,520,60,0,0,0,400,60,1,2,1,0,0.3247316292108286
0,0,3,2470,150,0,0,0,2220,120,1,2,1,0,0.31249833479876615
0,0,3,550,50,0,2,0,430,50,1,2,1,1,0.3296292846869268
0,0,2,7780,6090,1,1,3,7710,300,0,0,0,1,0.10812771030471156
1,0,2,1460,60,0,0,5,700,50,0,0,0,0,0.13847125662776713
1,0,2,4260,1220,0,0,0,4260,140,0,0,0,0,0.12004629347365618
1,0,2,0,0,0,6,0,0,0,1,1,1,1,0.3352677730072261
0,0,2,2210,90,0,0,6,2020,90,1,10,1,0,0.6028955129602461
0,1,3,860,110,0,0,0,860,60,0,0,0,0,0.1069507496223618
0,0,2,2130,280,0,0,0,1800,70,1,2,1,0,0.3152090861890482
0,0,1,3480,150,0,0,0,3480,80,0,0,0,1,0.11893936549176419
0,0,2,1520,120,0,0,0,1400,60,1,10,1,1,0.5433642621618499
0,0,2,1410,60,0,0,1,1410,40,0,0,0,0,0.12617920474035396
0,0,2,2630,2400,2,4,0,2630,2400,0,0,0,0,0.052551792803716836
1,0,2,260,30,0,6,0,200,30,0,0,0,0,0.1338820739097665
1,0,2,880,120,0,0,0,720,120,2,4,1,0,0.5264394253645288
1,0,2,6820,610,0,0,4,5990,0,1,11,1,0,0.593780050170003
1,0,3,80,0,0,6,0,80,0,1,7,1,1,0.49684119983425246
0,0,3,220,210,1,6,0,0,0,1,1,1,0,0.29694946924335563
1,0,1,1350,1350,4,6,0,30,60,0,0,0,1,0.08284832878500009
1,1,2,1420,60,0,0,2,1420,60,0,0,0,0,0.121737558532452
0,0,3,170,230,1,6,0,0,230,0,0,0,0,0.11016158206854873
0,0,3,1010,30,0,6,0,540,30,1,5,1,0,0.4050329034861175
1,0,2,2480,110,0,0,5,2280,110,0,0,0,0,0.1460120750012078
0,0,3,4590,260,0,0,0,4590,210,0,0,0,0,0.11209630736782937
0,0,3,12020,610,0,0,0,6290,400,0,0,0,0,0.042688064984224755
