Married,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HistoryOfOverduePayments,user,sensitive,h_c,s
0,0,4180,190,0,0,2,4180,190,0,0,0,10719,1,1,0.8487151
1,2,610,250,2,6,0,610,250,0,0,0,10734,0,1,0.92102295
1,3,250,220,2,6,0,170,0,1,3,1,10736,0,1,0.7019835
0,3,90,90,0,6,0,90,90,0,0,0,10754,1,1,0.85916716
0,3,2270,80,0,0,2,2270,80,0,0,0,10766,1,1,0.8538087
1,1,680,680,3,6,0,410,20,0,0,0,10779,0,1,0.8922668
1,3,800,570,3,6,0,200,90,0,0,0,10785,0,1,0.9027006
1,2,4450,500,0,0,1,2920,410,0,0,0,10796,0,1,0.7913007
1,2,1840,70,0,0,3,1770,70,0,0,0,10837,0,1,0.81942093
0,3,4120,180,0,0,3,4120,180,0,0,0,10844,1,1,0.8695099
0,1,5510,210,0,0,3,5400,210,0,0,0,10847,1,1,0.8297572
0,2,1470,290,1,5,0,1470,10,0,0,0,10848,1,1,0.7385382
0,1,4580,210,0,0,3,4580,210,0,0,0,10874,1,0,0.8491094
0,2,4010,1530,0,0,0,2140,100,0,0,0,10882,1,1,0.8191766
1,3,370,370,2,6,0,120,100,0,0,0,10884,0,1,0.9133619
0,1,1470,1790,1,1,1,1470,150,1,2,1,10897,1,1,0.8843907
1,2,1150,90,0,0,0,1100,90,0,0,0,10922,0,1,0.8142237
1,2,3460,240,0,0,0,3460,40,1,12,1,10936,0,0,0.61980325
0,3,4600,160,0,0,0,4520,160,0,0,0,10943,1,1,0.78502876
0,3,1370,310,0,6,0,1090,60,0,0,0,10954,1,1,0.7918872
1,2,1510,1460,1,2,0,1510,40,1,2,1,10977,0,0,0.8221268
0,3,1390,1390,2,5,0,30,220,0,0,0,11009,1,1,0.9112463
0,2,30,30,2,6,0,10,10,0,0,0,11023,1,1,0.8196963
0,1,330,300,1,2,0,10,10,0,0,0,11029,1,1,0.84418565
1,1,290,60,0,2,0,170,0,2,8,1,11034,0,0,0.2624368
0,3,1560,100,0,3,1,1560,100,0,0,0,11048,1,1,0.8458144
1,2,2600,2210,1,1,3,2350,120,1,2,1,11079,0,1,0.8473762
0,2,1280,60,0,4,1,1280,50,0,0,0,11081,1,1,0.837917
0,3,50,120,2,6,0,40,60,1,2,1,11112,1,1,0.7574017
1,3,1360,90,0,0,0,1160,60,1,2,1,11139,0,1,0.69501674
0,1,940,90,0,6,0,940,50,0,0,0,11140,0,1,0.829403
1,2,5140,180,0,0,0,5140,180,0,0,0,11145,0,1,0.8473636
0,2,1160,60,0,0,6,1140,60,0,0,0,11157,1,1,0.82954895
0,2,1380,70,0,0,2,1380,70,0,0,0,11160,1,1,0.8528841
1,2,1410,1440,4,6,0,560,50,0,0,0,11173,0,1,0.89205784
1,3,1570,0,0,5,1,1570,0,0,0,0,11174,0,1,0.81824785
0,3,0,0,0,6,0,0,0,0,0,0,11194,1,1,0.70626706
0,3,880,680,2,6,0,10,100,0,0,0,11209,1,1,0.9087741
0,2,640,150,0,0,0,470,150,1,2,1,11216,1,1,0.68040013
0,2,3860,120,0,0,2,2740,70,1,2,1,11233,1,1,0.72166365
1,1,11410,460,0,0,4,11410,400,0,0,0,11236,0,1,0.84317964
0,3,840,520,4,5,0,250,90,0,0,0,11244,1,1,0.902555
1,1,290,160,0,0,0,190,90,2,4,1,11260,0,1,0.823399
1,2,4960,610,0,0,0,4030,610,0,0,0,11269,0,1,0.7817253
0,2,1370,60,0,0,2,1370,60,0,0,0,11273,1,1,0.85843956
0,3,160,120,3,6,0,160,0,0,0,0,11280,1,1,0.7574532
0,2,210,210,2,6,0,210,210,0,0,0,11309,1,1,0.8799428
0,2,1070,50,0,3,0,1050,50,0,0,0,11324,1,0,0.85758495
1,1,540,380,2,6,0,0,40,1,1,1,11334,0,0,0.8224336
0,2,10,10,0,6,0,10,10,0,0,0,11385,1,1,0.7761914
1,3,250,250,3,6,0,80,100,0,0,0,11393,0,1,0.920036
1,2,2470,110,0,0,2,2430,110,0,0,0,11431,0,0,0.83730876
1,2,1320,2520,1,6,0,1320,50,0,0,0,11448,0,1,0.8542833
0,3,610,90,0,0,5,500,0,1,9,1,11472,1,0,0.39248314
1,2,2040,90,0,0,1,2040,60,0,0,0,11473,0,0,0.7958053
0,3,510,50,0,6,0,510,50,0,0,0,11483,1,1,0.85678244
0,2,730,700,2,6,0,430,270,0,0,0,11517,1,1,0.93063104
0,2,610,90,0,3,0,570,60,2,4,1,11527,1,1,0.71260387
0,2,10,10,0,6,0,10,10,0,0,0,11534,1,1,0.76925176
0,3,30,30,1,6,0,0,30,1,1,1,11537,1,0,0.697375
1,2,10,10,1,6,0,0,0,1,1,1,11538,0,1,0.7478626
1,2,60,60,1,6,0,30,30,0,0,0,11544,0,0,0.77826816
0,2,30,30,1,6,0,10,10,1,2,1,11551,1,1,0.6786023
0,3,0,0,0,6,0,0,0,1,1,1,11552,1,1,0.6793431
1,2,1730,70,0,0,0,1670,60,0,0,0,11555,0,1,0.75603426
0,3,160,180,5,6,0,0,0,1,1,1,11560,1,1,0.8317322
0,2,930,50,0,0,6,930,50,0,0,0,11610,1,1,0.8257188
0,2,920,150,0,0,0,720,90,1,7,1,11622,1,0,0.5749934
0,2,440,50,0,6,0,390,50,1,12,1,11625,1,0,0.5462999
0,3,150,160,4,6,0,70,150,0,0,0,11635,1,1,0.86364675
1,2,1400,50,0,0,0,1400,50,0,0,0,11644,0,1,0.82569295
1,2,140,140,2,6,0,20,140,0,0,0,11649,0,0,0.8611335
1,3,80,0,0,6,0,80,0,0,0,0,11656,0,1,0.7815218
1,1,790,40,0,1,0,760,40,0,0,0,11673,0,1,0.78895557
1,1,2990,2750,1,0,0,2990,100,0,0,0,11702,0,1,0.8443715
1,2,6080,420,0,0,6,5820,0,2,6,1,11720,0,1,0.6112337
1,1,4020,270,0,0,4,4020,170,0,0,0,11727,0,0,0.7772905
0,3,1990,240,0,1,0,1990,50,1,11,1,11734,1,1,0.734576
1,3,1560,120,0,0,0,1410,0,1,11,1,11748,0,1,0.4764886
1,3,160,20,0,6,0,160,20,0,0,0,11751,0,0,0.7748911
0,0,560,60,0,2,4,500,60,0,0,0,11783,1,1,0.7430701
1,3,520,530,3,6,0,80,0,0,0,0,11799,0,1,0.84532577
0,3,730,730,3,6,0,10,210,0,0,0,11807,1,0,0.90404665
0,2,580,50,0,0,3,540,30,1,7,1,11824,1,1,0.61208236
0,2,2430,2430,1,4,0,0,0,1,1,1,11836,1,1,0.83598036
0,3,1980,490,0,1,0,1200,340,0,0,0,11838,1,1,0.84225583
1,2,7460,270,0,0,0,6680,270,0,0,0,11847,0,1,0.7141225
1,1,15900,610,0,0,6,15890,560,1,2,1,11855,0,1,0.8058223
0,3,100,100,2,6,0,60,10,0,0,0,11861,1,1,0.8392723
0,2,50,280,2,6,0,0,0,1,1,1,11876,1,1,0.78614783
0,3,1660,4580,3,5,0,30,30,0,0,0,11927,1,1,0.8801206
0,3,790,760,2,4,1,0,0,0,0,0,11941,1,1,0.82315993
0,3,1270,1270,3,6,0,50,20,0,0,0,11984,1,0,0.855814
1,3,120,120,2,6,0,20,120,0,0,0,11998,0,1,0.774204
0,3,580,50,0,0,5,520,50,0,0,0,12008,1,1,0.710413
0,2,600,40,0,0,6,600,40,0,0,0,12026,0,0,0.78998923
1,2,1560,60,0,0,6,1560,0,1,3,1,12048,0,1,0.60950935
0,3,1450,110,0,0,3,1380,50,0,0,0,12049,1,1,0.66576695
0,2,1300,610,0,0,0,650,190,0,0,0,12063,1,1,0.8452078
0,3,580,580,4,6,0,0,580,1,1,1,12091,1,1,0.88745105
0,2,1280,30,0,0,6,1280,0,1,20,1,12121,1,0,0.5549475
1,2,230,230,4,6,0,20,70,0,0,0,12146,0,1,0.8918282
0,2,2680,130,0,0,0,2680,130,0,0,0,12148,1,1,0.84714246
0,3,40,20,1,6,0,40,10,0,0,0,12202,1,1,0.80143505
1,2,790,60,0,0,0,580,50,0,0,0,12211,0,0,0.7377466
0,2,1560,120,0,0,3,1500,120,1,2,1,12217,1,1,0.79032594
1,3,4670,780,0,1,0,3870,210,0,0,0,12218,0,1,0.76514965
1,3,4160,150,0,0,1,4160,150,1,2,1,12236,0,0,0.8454629
1,2,50,50,1,6,0,40,40,0,0,0,12259,0,1,0.80199844
1,3,1510,80,0,0,3,1490,70,2,4,1,12281,0,0,0.8291425
1,1,600,40,0,0,6,540,40,0,0,0,12309,0,0,0.64488196
0,3,940,30,0,2,4,940,0,1,4,1,12353,1,1,0.60899496
1,2,1520,60,0,0,0,1520,60,0,0,0,12355,0,1,0.8283039
0,3,520,60,0,0,3,420,50,0,0,0,12359,1,1,0.6355678
0,2,1490,1150,2,2,0,1490,30,0,0,0,12363,1,1,0.84317917
0,2,600,70,0,0,6,550,0,1,12,1,12369,1,0,0.37150034
0,3,820,260,0,5,0,580,40,0,0,0,12377,1,1,0.78365004
0,2,1410,60,0,3,2,1390,60,0,0,0,12385,1,1,0.82220054
1,3,320,310,1,2,4,0,0,2,3,1,12386,0,0,0.7717195
1,2,460,50,0,0,0,370,40,0,0,0,12389,0,1,0.6828119
1,1,870,70,0,0,6,860,50,1,12,1,12392,0,0,0.8030659
1,3,2860,2860,2,5,0,50,2860,0,0,0,12401,0,1,0.9144607
0,3,4460,400,0,0,6,4050,0,1,12,1,12406,1,0,0.5469302
1,1,1420,1420,2,1,1,0,1420,1,2,1,12418,0,1,0.8800965
1,3,640,90,0,6,0,480,50,0,0,0,12431,0,1,0.6054952
0,3,160,100,2,6,0,160,100,0,0,0,12438,1,1,0.8675426
0,3,1080,90,0,0,3,910,90,1,4,1,12450,1,0,0.57539064
0,2,3800,160,1,3,0,3800,160,0,0,0,12459,1,1,0.85573024
0,1,510,50,0,0,3,420,40,0,0,0,12478,1,1,0.6174252
0,2,3300,2060,0,0,3,2840,140,0,0,0,12480,1,1,0.84332263
0,1,1520,210,0,0,0,1270,120,1,10,1,12481,1,0,0.69186366
1,1,4330,240,0,0,0,4330,210,0,0,0,12486,0,1,0.86319727
1,2,1300,120,0,0,6,1300,70,1,4,1,12493,0,0,0.8028718
0,2,0,0,0,6,0,0,0,0,0,0,12517,1,1,0.7374694
1,2,0,0,0,6,0,0,0,0,0,0,12527,0,1,0.7506911
0,2,320,60,0,0,0,210,50,1,6,1,12535,1,1,0.52086014
1,1,250,250,2,6,0,200,50,0,0,0,12536,0,0,0.879452
1,2,810,90,0,6,0,550,50,0,0,0,12538,0,1,0.7485472
1,1,50,90,2,6,0,0,0,1,4,1,12573,0,0,0.6993496
0,3,1530,2610,1,6,0,1530,70,0,0,0,12579,1,1,0.8854737
0,2,1660,60,0,1,0,1660,60,0,0,0,12602,1,1,0.83103234
0,1,320,40,0,0,6,270,0,2,5,1,12604,1,1,0.3414077
0,2,1140,60,0,0,0,1140,50,0,0,0,12612,1,1,0.862977
0,3,3610,220,0,1,0,3610,100,0,0,0,12625,1,1,0.7910639
0,2,570,50,0,0,5,510,50,0,0,0,12640,1,1,0.72120285
0,1,1240,2610,3,6,0,10,510,0,0,0,12646,1,1,0.9092835
1,3,2980,220,0,5,0,2790,150,0,0,0,12653,0,1,0.7165603
1,2,3630,110,0,0,0,3630,110,0,0,0,12657,0,1,0.8317923
1,0,1520,60,0,0,3,1500,60,0,0,0,12664,0,1,0.825577
1,3,1930,640,1,6,0,1930,130,0,0,0,12708,0,1,0.86136526
1,3,0,0,0,6,0,0,0,1,1,1,12734,0,0,0.57876396
1,3,110,0,0,6,0,110,0,0,0,0,12755,0,0,0.80161506
0,2,1160,50,0,0,6,540,50,0,0,0,12757,1,1,0.758337
0,2,1530,40,0,4,1,1530,40,0,0,0,12761,1,0,0.8096072
0,2,3230,1690,1,1,0,3230,90,0,0,0,12770,1,1,0.8460293
1,2,4040,180,0,0,3,4040,170,0,0,0,12782,0,1,0.8225581
0,3,370,0,5,6,0,370,0,0,0,0,12783,1,1,0.8402726
1,3,4560,410,0,0,6,4170,410,1,2,1,12787,0,1,0.7923797
0,2,1470,90,0,1,4,1350,70,0,0,0,12791,1,1,0.72307307
1,1,1450,60,0,0,3,1430,60,1,2,1,12792,0,1,0.82252455
0,2,2490,610,0,6,0,1580,310,0,0,0,12797,1,1,0.8277796
1,2,560,490,1,6,0,140,150,0,0,0,12817,0,1,0.9436466
0,3,20,20,1,6,0,20,0,1,2,1,12875,1,0,0.5811705
0,3,4120,150,0,0,0,4120,150,0,0,0,12890,1,1,0.8597889
1,2,4500,190,0,0,0,4500,150,0,0,0,12893,0,1,0.794017
0,2,1540,310,0,0,4,1540,60,0,0,0,12895,1,1,0.8114993
1,2,3260,3260,3,5,0,0,0,0,0,0,12917,0,0,0.85062635
0,2,1150,40,0,4,0,1150,0,1,4,1,12921,1,1,0.6002381
0,2,6960,270,0,0,0,6960,270,0,0,0,12931,1,1,0.83767307
1,3,9310,260,0,0,6,5970,260,1,2,1,12935,0,0,0.6972673
1,3,1260,1260,3,6,0,860,440,0,0,0,12941,0,1,0.9193854
1,2,7090,440,0,0,6,6800,440,1,6,1,12996,0,0,0.8430984
0,3,5810,270,0,0,3,5570,270,0,0,0,13039,1,1,0.8223836
1,1,500,80,0,0,1,340,80,2,5,1,13040,0,1,0.55189204
0,2,240,180,2,3,0,0,10,2,3,1,13066,1,1,0.67685264
0,2,830,60,0,0,0,830,50,0,0,0,13103,1,1,0.8495475
1,2,1720,90,0,5,0,1720,90,0,0,0,13121,0,1,0.8261163
1,2,640,60,0,6,0,640,50,0,0,0,13126,0,1,0.8036822
0,3,1620,90,0,0,0,1550,90,0,0,0,13143,1,1,0.788192
0,3,340,340,3,6,0,120,20,0,0,0,13145,1,1,0.9005132
0,3,4540,2750,0,3,0,4540,2750,0,0,0,13147,1,1,0.93586946
1,2,2850,2760,1,1,0,380,2760,0,0,0,13171,0,1,0.9047795
0,2,70,0,0,6,0,70,0,1,29,1,13231,1,0,0.095402785
0,3,120,120,4,6,0,80,90,1,2,1,13250,1,1,0.8200807
0,3,2530,310,0,5,0,2530,310,0,0,0,13304,1,1,0.9018038
1,2,30,50,2,6,0,0,30,0,0,0,13314,0,1,0.70051396
1,3,1570,60,0,0,0,1570,60,0,0,0,13318,0,1,0.8256926
0,3,0,0,0,6,0,0,0,0,0,0,13342,1,1,0.70626706
0,2,1480,110,0,0,6,1350,60,1,5,1,13405,1,0,0.5580761
0,3,7020,150,1,5,0,7020,150,0,0,0,13411,1,1,0.8264577
1,3,6870,560,0,0,0,6170,560,1,12,1,13444,0,0,0.7803822
0,3,940,980,3,3,0,0,10,1,1,1,13458,1,0,0.8245452
0,3,470,50,0,0,0,470,0,1,3,1,13486,1,1,0.47348422
1,3,600,50,0,0,5,530,50,0,0,0,13492,0,1,0.71078503
0,3,830,1070,4,6,0,30,60,0,0,0,13518,1,1,0.85020757
0,1,2400,70,0,0,2,2380,70,0,0,0,13524,1,1,0.83526134
1,3,430,150,0,6,0,160,90,0,0,0,13525,0,1,0.81837314
1,3,3120,3120,2,5,0,0,80,0,0,0,13571,0,1,0.84593076
0,3,10,20,1,6,0,10,10,0,0,0,13581,1,1,0.7419724
0,3,1460,630,2,5,0,1460,260,0,0,0,13585,1,1,0.89542276
0,2,130,30,0,0,0,130,0,1,16,1,13623,1,0,0.45139045
0,3,6980,520,0,0,5,5830,310,0,0,0,13638,1,1,0.7320918
1,2,7830,610,0,1,3,7830,260,0,0,0,13648,0,1,0.7893428
1,2,250,200,3,6,0,160,200,0,0,0,13681,0,1,0.85355055
1,2,9270,9270,4,5,0,110,50,0,0,0,13685,0,1,0.87483025
0,3,3360,210,0,0,3,3360,110,2,4,1,13689,1,0,0.79209197
1,2,930,50,0,0,6,810,50,1,16,1,13719,0,1,0.6536569
0,3,890,850,1,1,3,440,40,0,0,0,13729,1,1,0.8837189
1,3,8950,8630,1,2,0,5660,320,0,0,0,13732,0,1,0.8591552
1,1,1000,90,0,0,0,870,50,1,2,1,13735,0,0,0.5752125
0,2,900,80,0,0,6,800,30,1,12,1,13738,1,1,0.45255384
0,3,2010,150,0,0,1,2010,90,0,0,0,13740,1,1,0.8117338
0,2,4600,290,0,0,6,4380,190,0,0,0,13747,1,1,0.78519696
0,3,110,200,1,6,0,50,30,0,0,0,13773,1,1,0.8332652
0,3,3430,110,0,0,0,3430,110,0,0,0,13788,1,1,0.84434915
0,2,270,5190,3,6,0,0,0,0,0,0,13794,1,1,0.85110515
0,2,330,80,0,0,0,190,40,1,2,1,13799,1,1,0.5262467
0,3,4050,180,0,0,3,4000,170,0,0,0,13815,1,1,0.8311098
0,3,990,560,1,6,0,10,560,0,0,0,13826,1,1,0.88738024
1,3,3660,3650,1,4,0,1030,80,0,0,0,13850,0,1,0.9053707
1,3,710,710,3,6,0,150,210,0,0,0,13852,0,1,0.9102483
0,1,3310,150,0,0,0,3190,130,0,0,0,13853,1,1,0.8197104
0,3,2470,1530,3,5,0,10,490,0,0,0,13873,1,1,0.9248462
1,2,100,100,3,6,0,10,10,0,0,0,13877,0,1,0.7822264
0,3,330,50,0,6,0,290,0,1,3,1,13881,1,0,0.29541415
1,2,780,780,3,6,0,30,250,1,2,1,13883,0,0,0.905355
0,2,280,2860,2,6,0,40,50,2,4,1,13896,1,0,0.8595832
0,3,1050,1120,3,6,0,1050,1120,0,0,0,13933,1,1,0.8936809
0,3,3030,280,0,1,0,3030,80,0,0,0,13958,1,1,0.7305114
0,3,40,50,1,6,0,40,40,0,0,0,13964,1,1,0.7506963
1,1,200,200,2,6,0,40,200,0,0,0,13971,0,1,0.88787216
0,3,100,90,3,6,0,100,0,0,0,0,14007,1,0,0.7595061
1,1,510,510,2,5,0,10,140,1,4,1,14016,0,1,0.8995839
0,2,360,330,1,4,0,360,0,1,7,1,14036,1,0,0.7658222
0,2,500,500,2,5,0,30,40,1,2,1,14039,1,1,0.85373414
1,1,80,80,1,6,0,30,80,0,0,0,14041,0,1,0.7641272
1,2,1490,150,0,0,2,1490,60,0,0,0,14058,0,1,0.7683114
0,2,450,130,1,3,0,450,30,0,0,0,14087,1,1,0.8309886
0,3,550,50,0,0,0,490,40,0,0,0,14095,1,1,0.657787
0,3,620,80,0,0,6,570,0,2,5,1,14148,1,1,0.44829872
0,3,250,30,1,4,1,250,30,0,0,0,14166,1,1,0.8373636
0,2,50,50,1,6,0,40,30,0,0,0,14167,1,0,0.77909833
0,3,1090,1090,2,5,0,20,0,0,0,0,14184,1,1,0.8323118
0,3,240,210,2,6,0,240,60,0,0,0,14192,1,1,0.9092312
0,2,830,200,0,6,0,550,40,1,5,1,14200,1,1,0.7125072
0,2,2150,270,0,0,0,2150,150,1,2,1,14211,1,0,0.8337301
1,3,20,20,2,6,0,20,0,0,0,0,14267,0,1,0.8066056
1,3,20,20,1,6,0,10,10,0,0,0,14270,0,0,0.74924415
1,3,1610,1630,3,6,0,50,1630,0,0,0,14283,0,1,0.89054114
1,2,1110,50,0,0,0,1050,50,1,7,1,14288,0,0,0.6676526
1,3,13770,610,0,0,0,13770,400,0,0,0,14300,0,1,0.82465196
0,3,2590,110,0,0,0,2420,90,0,0,0,14336,1,1,0.7471955
1,2,0,0,0,6,0,0,0,1,1,1,14349,0,0,0.6617258
1,2,20,20,1,6,0,10,10,1,2,1,14352,0,1,0.6534818
0,2,710,420,1,2,0,710,410,0,0,0,14357,1,1,0.92915916
0,2,190,40,0,6,0,190,40,0,0,0,14362,1,0,0.85667163
1,3,550,1000,2,6,0,430,130,2,4,1,14364,0,1,0.90374166
0,3,1850,1850,2,5,0,480,400,0,0,0,14381,1,1,0.92401415
0,1,440,40,0,0,0,410,0,1,3,1,14393,1,0,0.44058475
0,2,4140,340,0,0,0,4140,120,0,0,0,14394,1,1,0.7480626
0,2,1100,80,0,6,0,950,60,0,0,0,14400,1,1,0.6584503
0,3,1190,150,0,0,0,1040,60,0,0,0,14408,1,1,0.6956113
1,3,140,120,3,6,0,140,110,0,0,0,14409,0,0,0.86975217
0,3,3700,310,0,0,0,3380,170,1,4,1,14424,1,1,0.7111557
0,3,7750,310,0,0,6,7750,280,0,0,0,14441,0,1,0.8359244
0,2,1510,60,0,0,2,1480,60,1,2,1,14452,1,0,0.8347439
0,2,270,40,0,0,3,180,40,0,0,0,14457,0,0,0.6685687
1,3,80,0,0,6,0,80,0,1,7,1,14470,0,0,0.302449
0,3,600,310,0,2,0,530,0,1,11,1,14485,1,1,0.75156784
1,3,3690,1870,1,0,1,1540,1870,0,0,0,14492,0,1,0.88132536
0,3,4650,220,0,0,6,4650,180,0,0,0,14494,1,1,0.863162
0,2,5250,230,0,0,6,5010,230,0,0,0,14525,1,1,0.80225194
1,3,110,120,3,6,0,10,20,2,6,1,14527,0,1,0.73262423
1,2,4340,340,0,0,6,3980,0,2,7,1,14546,0,0,0.60787493
1,2,240,2440,3,6,0,240,50,0,0,0,14548,0,1,0.84284633
1,2,4840,170,0,0,3,4840,170,0,0,0,14555,0,1,0.81067216
0,2,5490,200,0,0,6,5370,190,0,0,0,14556,1,1,0.8164182
0,1,90,30,2,6,0,90,10,0,0,0,14561,1,1,0.7516162
0,3,14960,3670,0,0,6,13730,610,0,0,0,14564,1,1,0.8396259
0,2,1060,50,0,0,0,1040,40,0,0,0,14609,1,0,0.84533906
0,3,6100,6100,2,3,3,0,0,1,1,1,14615,1,1,0.8519963
0,3,40,40,2,6,0,40,0,0,0,0,14616,1,1,0.66283524
0,3,4690,200,0,0,0,4690,200,0,0,0,14634,1,1,0.8589355
1,2,600,90,0,0,3,450,50,0,0,0,14658,0,1,0.67873776
1,2,1530,60,0,0,3,1500,60,0,0,0,14690,0,0,0.8133277
0,2,80,80,3,6,0,10,80,0,0,0,14699,1,1,0.7914323
0,3,1020,830,2,1,1,90,130,1,17,1,14793,1,0,0.9568416
1,1,1450,110,0,0,6,1370,90,1,12,1,14796,0,0,0.66695756
1,3,0,0,0,6,0,0,0,1,1,1,14846,0,0,0.5748754
1,3,1040,490,3,6,0,1040,90,0,0,0,14850,0,1,0.8814854
0,2,1360,1360,2,5,0,0,90,1,1,1,14882,1,1,0.8659395
1,1,1340,150,1,3,1,1340,150,0,0,0,14890,0,1,0.8821841
0,3,900,50,0,0,6,830,50,0,0,0,14896,1,1,0.758757
0,3,100,100,2,6,0,10,40,1,4,1,14900,1,1,0.7731681
1,3,6920,4580,1,0,0,4110,4580,0,0,0,14915,0,1,0.9163557
0,2,160,160,3,6,0,150,160,0,0,0,14918,1,0,0.8506831
1,2,1970,1970,3,6,0,230,340,0,0,0,14919,0,1,0.90595716
0,2,330,50,0,0,0,270,50,1,8,1,14922,1,1,0.42743453
1,3,3130,150,0,3,0,2970,120,0,0,0,14935,0,1,0.740973
1,2,820,50,0,0,0,770,50,0,0,0,14940,0,1,0.7541099
1,3,80,0,0,6,0,80,0,1,12,1,14950,0,0,0.19945112
1,2,0,0,0,6,0,0,0,1,1,1,14952,0,1,0.6639402
0,2,550,80,0,0,5,470,50,1,12,1,14954,1,1,0.5636346
1,2,930,70,0,0,6,860,50,1,12,1,14980,0,0,0.6018798
1,2,470,280,1,6,0,150,90,0,0,0,14982,0,1,0.882135
1,2,20,240,1,6,0,20,20,0,0,0,15003,0,1,0.86233306
0,2,300,230,1,6,0,80,0,0,0,0,15012,1,1,0.9287649
0,1,340,40,0,0,0,280,0,1,6,1,15056,1,1,0.35831118
1,2,3350,310,0,0,1,2740,150,0,0,0,15073,0,1,0.7112383
0,2,1400,170,0,0,2,1400,170,0,0,0,15074,1,1,0.8693642
0,3,6220,210,0,0,0,6220,200,0,0,0,15075,1,1,0.82883847
0,3,4910,500,0,0,0,4260,410,2,8,1,15086,1,0,0.77956355
0,3,890,50,0,0,0,780,50,1,3,1,15102,1,1,0.6700305
1,1,80,80,1,6,0,0,80,0,0,0,15112,0,1,0.84359896
1,1,380,100,0,0,0,290,30,1,9,1,15119,0,0,0.6990579
1,2,10,10,0,6,0,10,10,0,0,0,15123,0,0,0.7694058
1,2,6830,310,0,0,0,6360,310,0,0,0,15124,0,1,0.78778124
0,2,780,730,2,2,4,780,90,0,0,0,15150,1,1,0.8539774
0,2,790,70,0,2,3,710,50,2,4,1,15154,1,0,0.58538556
1,2,1560,70,0,0,6,1550,70,0,0,0,15157,0,1,0.81234396
0,2,3030,160,0,0,4,2260,160,1,2,1,15160,1,0,0.746204
0,3,750,160,0,2,0,670,100,0,0,0,15171,1,1,0.8146267
0,2,930,130,0,0,6,830,40,1,2,1,15172,1,0,0.6209619
0,2,930,300,0,2,0,860,50,0,0,0,15178,1,1,0.8206929
0,3,3150,610,0,0,2,3120,160,0,0,0,15198,1,1,0.81369114
0,3,0,0,0,6,0,0,0,1,1,1,15212,1,0,0.67739666
1,3,660,730,3,6,0,10,10,0,0,0,15249,0,1,0.867658
1,2,10,10,0,6,0,10,10,0,0,0,15270,0,0,0.7694058
0,1,80,80,1,6,0,0,0,1,1,1,15311,1,1,0.68479896
1,3,12660,520,0,0,6,12590,500,1,2,1,15316,0,0,0.7958025
1,2,10360,210,0,0,3,10360,210,0,0,0,15338,0,1,0.80749136
0,2,3260,110,0,0,0,3260,110,0,0,0,15341,1,1,0.8350808
1,2,0,0,0,6,0,0,0,1,1,1,15352,0,1,0.6702866
1,2,13540,920,1,1,5,12580,460,1,2,1,15356,0,1,0.7753709
1,2,230,230,2,6,0,100,40,0,0,0,15401,0,0,0.91026115
1,1,1410,180,0,0,6,1260,60,1,8,1,15406,0,1,0.6550076
1,3,1540,60,0,0,6,1460,50,0,0,0,15430,0,1,0.77896965
0,3,3580,2360,1,1,1,3580,110,0,0,0,15440,1,1,0.8326578
0,3,5010,580,0,0,0,4760,250,0,0,0,15463,1,1,0.7763775
1,2,1800,150,0,0,0,1610,90,1,11,1,15497,0,0,0.64564687
0,2,2740,370,0,0,2,1860,150,0,0,0,15506,1,1,0.77378315
1,2,1690,310,0,3,0,1480,50,0,0,0,15507,0,1,0.6531384
1,1,8060,580,0,0,6,7980,280,1,2,1,15573,0,1,0.79087114
1,3,7880,310,0,0,0,7860,310,0,0,0,15582,0,1,0.8511889
0,3,7600,610,0,1,5,6840,570,0,0,0,15586,1,1,0.7795765
0,1,1030,50,0,0,6,1000,50,0,0,0,15596,1,1,0.7958052
1,1,1490,120,0,0,0,1490,60,2,6,1,15599,0,0,0.74022347
0,2,3680,170,0,0,6,3670,170,0,0,0,15606,1,0,0.85214335
0,2,20,20,2,6,0,10,20,1,2,1,15623,1,1,0.63707685
1,2,1130,80,0,6,0,1030,60,0,0,0,15709,0,1,0.5839288
0,2,4240,200,0,0,5,4120,200,0,0,0,15738,1,1,0.84042674
0,1,950,80,0,0,6,950,0,2,8,1,15772,1,0,0.550853
0,3,1550,90,0,0,6,1550,0,2,8,1,15784,1,0,0.5263304
0,2,5980,260,0,0,6,5970,220,0,0,0,15796,1,1,0.86253494
0,2,550,70,0,0,4,420,50,1,2,1,15799,1,1,0.65752935
0,3,840,60,0,0,5,720,40,1,2,1,15820,1,1,0.62310517
0,2,1040,60,0,0,0,1040,50,0,0,0,15832,1,1,0.85082227
0,2,4010,4010,2,5,0,70,70,0,0,0,15841,1,1,0.85590214
0,2,5890,150,0,0,0,5890,150,0,0,0,15894,1,1,0.8490743
1,2,1540,70,0,0,4,1510,70,0,0,0,15908,0,1,0.80652076
0,2,0,0,0,6,0,0,0,0,0,0,15925,1,1,0.7309603
0,2,1770,70,0,0,2,1770,70,0,0,0,15932,1,1,0.83348584
0,2,460,330,3,6,0,40,30,0,0,0,15934,1,1,0.8641735
